id,name,description,procedures
T1543.004,Launch Daemon,"Adversaries may create or modify Launch Daemons to execute malicious payloads as part of persistence. Launch Daemons are plist files used to interact with Launchd, the service management framework used by macOS. Launch Daemons require elevated privileges to install, are executed for every user on a system prior to login, and run in the background without the need for user interaction. During the macOS initialization startup, the launchd process loads the parameters for launch-on-demand system-level daemons from plist files found in <code>/System/Library/LaunchDaemons/</code> and <code>/Library/LaunchDaemons/</code>. Required Launch Daemons parameters include a <code>Label</code> to identify the task, <code>Program</code> to provide a path to the executable, and <code>RunAtLoad</code> to specify when the task is run. Launch Daemons are often used to provide access to shared resources, updates to software, or conduct automation tasks.  Adversaries may install a Launch Daemon configured to execute at startup by using the <code>RunAtLoad</code> parameter set to <code>true</code> and the <code>Program</code> parameter set to the malicious executable path. The daemon name may be disguised by using a name from a related operating system or benign software (i.e. [Masquerading] When the Launch Daemon is executed, the program inherits administrative permissions.  Additionally, system configuration changes (such as the installation of third party package managing software) may cause folders such as <code>usr/local/bin</code> to become globally writeable. So, it is possible for poor configurations to allow an adversary to modify executables referenced by current Launch Daemon's plist files.","['[Green Lambert] can add a plist file in the `Library/LaunchDaemons` to establish persistence. ', 'When running with root privileges after a [Launch Agent] is installed, [ThiefQuest] installs a plist file to the <code>/Library/LaunchDaemons/</code> folder with the <code>RunAtLoad</code> key set to <code>true</code> establishing persistence as a Launch Daemon. ', '[LoudMiner] adds plist files with the naming format <code>com.[random_name].plist</code> in the <code>/Library/LaunchDaemons</code> folder with the RunAtLoad and KeepAlive keys set to <code>true</code>.', 'If running with <code>root</code> permissions, [OSX_OCEANLOTUS.D] can create a persistence file in the folder <code>/Library/LaunchDaemons</code>.', '[Bundlore] can persist via a LaunchDaemon.', '[Dacls] can establish persistence via a Launch Daemon.', '[XCSSET] uses the ssh launchdaemon to elevate privileges, bypass system controls, and enable remote access to the victim.', '[AppleJeus] has placed a plist file within the <code>LaunchDaemons</code> folder and launched it manually.']"
T1574.008,Path Interception by Search Order Hijacking,"Adversaries may execute their own malicious payloads by hijacking the search order used to load other programs. Because some programs do not call other programs using the full path, adversaries may place their own file in the directory where the calling program is located, causing the operating system to launch their malicious software at the request of the calling program.  Search order hijacking occurs when an adversary abuses the order in which Windows searches for programs that are not given a path. Unlike [DLL Search Order Hijacking] the search order differs depending on the method that is used to execute the program.    However, it is common for Windows to search in the directory of the initiating program before searching through the Windows system directory. An adversary who finds a program vulnerable to search order hijacking (i.e., a program that does not specify the path to an executable) may take advantage of this vulnerability by creating a program named after the improperly specified program and placing it within the initiating program's directory.  For example, ""example.exe"" runs ""cmd.exe"" with the command-line argument <code>net user</code>. An adversary may place a program called ""net.exe"" within the same directory as example.exe, ""net.exe"" will be run instead of the Windows system utility net. In addition, if an adversary places a program called ""net.com"" in the same directory as ""net.exe"", then <code>cmd.exe /C net user</code> will execute ""net.com"" instead of ""net.exe"" due to the order of executable extensions defined under PATHEXT.   Search order hijacking is also a common practice for hijacking DLL loads and is covered in [DLL Search Order Hijacking]","['[Empire] contains modules that can discover and exploit search order hijacking vulnerabilities.', '[PowerSploit] contains a collection of Privesc-PowerUp modules that can discover and exploit search order hijacking vulnerabilities.']"
T1505.003,Web Shell,"Adversaries may backdoor web servers with web shells to establish persistent access to systems. A Web shell is a Web script that is placed on an openly accessible Web server to allow an adversary to use the Web server as a gateway into a network. A Web shell may provide a set of functions to execute or a command-line interface on the system that hosts the Web server.  In addition to a server-side script, a Web shell may have a client interface program that is used to talk to the Web server (e.g. [China Chopper] Web shell client).","['[P.A.S. Webshell] can gain remote access and execution on target web servers.', '[OwaAuth] is a Web shell that appears to be exclusively used by [Threat Group-3390] It is installed as an ISAPI filter on Exchange servers and shares characteristics with the [China Chopper] Web shell.', ""[Dragonfly] has commonly created Web shells on victims' publicly accessible email and web servers, which they used to maintain access to a victim network and download additional malicious files."", ""[APT28] has used a modified and obfuscated version of the reGeorg web shell to maintain persistence on a target's Outlook Web Access (OWA) server."", '[OilRig] has used web shells, often to maintain access to a victim network.', '[FIN13] has utilized obfuscated and open-source web shells such as JspSpy, reGeorg, MiniWebCmdShell, and Vonloesch Jsp File Browser 1.2 to enable remote code execution and to execute commands on compromised web server.', ""[BackdoorDiplomacy] has used web shells to establish an initial foothold and for lateral movement within a victim's system."", '[Deep Panda] uses Web shells on publicly accessible Web servers to access victim networks.', 'During [C0017] [APT41] deployed JScript web shells through the creation of malicious ViewState objects.', '[APT39] has installed ANTAK and ASPXSPY web shells.', '[Volatile Cedar] can inject web shell code into a server. ', '[GALLIUM] used Web shells to persist in victim environments and assist in execution and exfiltration.', '[Threat Group-3390] has used a variety of Web shells.', '[ASPXSpy] is a Web shell. The ASPXTool version used by [Threat Group-3390] has been deployed to accessible servers running Internet Information Services (IIS).', '[Tropic Trooper] has started a web service in the target host and wait for the adversary to connect, acting as a web shell.\t', '[TEMP.Veles] has planted Web shells on Outlook Exchange servers.', '[HAFNIUM] has deployed multiple web shells on compromised servers including SIMPLESEESHARP, SPORTSBALL, [China Chopper] and [ASPXSpy]   ', '[Moses Staff] has dropped a web shell onto a compromised system.', '[Sandworm Team] has used webshells including [P.A.S. Webshell] to maintain access to victim networks.', '[Fox Kitten] has installed web shells on compromised hosts to maintain access.', '[Tonto Team] has used a first stage web shell after compromising a vulnerable Exchange server.', '[Volt Typhoon] has used webshells, including ones named AuditReport.jspx and iisstart.aspx, in compromised environments.', '[APT38] has used web shells for persistence or to ensure redundant access.', '[APT29] has installed web shells on exploited Microsoft Exchange servers.', 'During [Operation CuckooBees] the threat actors generated a web shell within a vulnerable Enterprise Resource Planning Web Application Server as a persistence mechanism.', '[SUPERNOVA] is a Web shell.', '[Magic Hound] has used multiple web shells to gain execution.', '[SEASHARPEE] is a Web shell.', '[China Chopper] server component is a Web Shell payload.', '[APT32] has used Web shells to maintain access to victim websites.', ""[Leviathan] relies on web shells for an initial foothold as well as persistence into the victim's systems."", 'During [Operation Wocao] threat actors used their own web shells, as well as those previously placed on target systems by other threat actors, for reconnaissance and lateral movement.', '[Kimsuky] has used modified versions of open source PHP web shells to maintain access, often adding ""Dinosaur"" references within the code.', '[Operation Wocao] has used their own web shells, as well as those previously placed on target systems by other threat actors, for reconnaissance and lateral movement.', ""[Dragonfly 2.0] commonly created Web shells on victims' publicly accessible email and web servers, which they used to maintain access to a victim network and download additional malicious files.""]"
T1552.004,Private Keys,"Adversaries may search for private key certificate files on compromised systems for insecurely stored credentials. Private cryptographic keys and certificates are used for authentication, encryption/decryption, and digital signatures. Common key and certificate file extensions include: .key, .pgp, .gpg, .ppk., .p12, .pem, .pfx, .cer, .p7b, .asc.   Adversaries may also look in common key directories, such as <code>~/.ssh</code> for SSH keys on * nix-based systems or <code>C:&#92;Users&#92;(username)&#92;.ssh&#92;</code> on Windows. Adversary tools may also search compromised systems for file extensions relating to cryptographic keys and certificates.  When a device is registered to Azure AD, a device key and a transport key are generated and used to verify the device’s identity. An adversary with access to the device may be able to export the keys in order to impersonate the device.  On network devices, private keys may be exported via [Network Device CLI] commands such as `crypto pki export`.   Some private keys require a password or passphrase for operation, so an adversary may also use [Input Capture] for keylogging or attempt to [Brute Force] the passphrase off-line. These private keys can be used to authenticate to [Remote Services] like SSH or for use in decrypting other collected files such as email.","['[Machete] has scanned and looked for cryptographic keys and certificate file extensions. ', '[Mimikatz] <code>CRYPTO::Extract</code> module can extract keys by interacting with Windows cryptographic application programming interface (API) functions.', 'During [Operation Wocao] threat actors used [Mimikatz] to dump certificates and private keys from the Windows certificate store.', '[Kinsing] has searched for private keys.', '[Hildegard] has searched for private keys in .ssh.', '[Mafalda] can collect a Chrome encryption key used to protect browser cookies.', 'During the [SolarWinds Compromise] [APT29] obtained PKI keys, certificate files, and the private encryption key from an Active Directory Federation Services (AD FS) container to decrypt corresponding SAML signing certificates.', '[FoggyWeb] can retrieve token signing certificates and token decryption certificates from a compromised AD FS server.', '[TeamTNT] has searched for unsecured SSH keys.', '[Empire] can use modules like <code>Invoke-SessionGopher</code> to extract private key and session information.', '[AADInternals] can gather encryption keys from Azure AD services such as ADSync and Active Directory Federated Services servers.', '[Rocke] has used SSH private keys on the infected machine to spread its coinminer throughout a network.', '[Ebury] has intercepted unencrypted private keys as well as private key pass-phrases.\t', '[jRAT] can steal keys for VPNs and cryptocurrency wallets.', '[UNC2452] obtained the private encryption key from an Active Directory Federation Services (AD FS) container to decrypt corresponding SAML signing certificates.', '[APT29] obtained PKI keys, certificate files and the private encryption key from an Active Directory Federation Services (AD FS) container to decrypt corresponding SAML signing certificates.', '[Operation Wocao] has used Mimikatz to dump certificates and private keys from the Windows certificate store.']"
T1078.001,Default Accounts,"Adversaries may obtain and abuse credentials of a default account as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion. Default accounts are those that are built-into an OS, such as the Guest or Administrator accounts on Windows systems. Default accounts also include default factory/provider set accounts on other types of systems, software, or devices, including the root user account in AWS and the default service account in Kubernetes.  Default accounts are not limited to client machines, rather also include accounts that are preset for equipment such as network devices and computer applications whether they are internal, open source, or commercial. Appliances that come preset with a username and password combination pose a serious threat to organizations that do not change it post installation, as they are easy targets for an adversary. Similarly, adversaries may also utilize publicly disclosed or stolen [Private Keys] or credential materials to legitimately connect to remote environments via [Remote Services]","['[FIN13] has leveraged default credentials for authenticating myWebMethods (WMS) and QLogic web management interface to gain initial access.', '[HyperStack] can use default credentials to connect to IPC$ shares on remote machines.', '[Magic Hound] enabled and used the default system managed account, DefaultAccount, via `""powershell.exe"" /c net user DefaultAccount /active:yes` to connect to a targeted Exchange server over RDP.', '[Stuxnet] infected WinCC machines via a hardcoded database server password.']"
T1574.006,Dynamic Linker Hijacking,"Adversaries may execute their own malicious payloads by hijacking environment variables the dynamic linker uses to load shared libraries. During the execution preparation phase of a program, the dynamic linker loads specified absolute paths of shared libraries from environment variables and files, such as <code>LD_PRELOAD</code> on Linux or <code>DYLD_INSERT_LIBRARIES</code> on macOS. Libraries specified in environment variables are loaded first, taking precedence over system libraries with the same function name. These variables are often used by developers to debug binaries without needing to recompile, deconflict mapped symbols, and implement custom functions without changing the original library.  On Linux and macOS, hijacking dynamic linker variables may grant access to the victim process's memory, system/network resources, and possibly elevated privileges. This method may also evade detection from security products since the execution is masked under a legitimate process. Adversaries can set environment variables via the command line using the <code>export</code> command, <code>setenv</code> function, or <code>putenv</code> function. Adversaries can also leverage [Dynamic Linker Hijacking] to export variables in a shell or set variables programmatically using higher level syntax such Python’s <code>os.environ</code>.  On Linux, adversaries may set <code>LD_PRELOAD</code> to point to malicious libraries that match the name of legitimate libraries which are requested by a victim program, causing the operating system to load the adversary's malicious code upon execution of the victim program. <code>LD_PRELOAD</code> can be set via the environment variable or <code>/etc/ld.so.preload</code> file. Libraries specified by <code>LD_PRELOAD</code> are loaded and mapped into memory by <code>dlopen()</code> and <code>mmap()</code> respectively.    On macOS this behavior is conceptually the same as on Linux, differing only in how the macOS dynamic libraries (dyld) is implemented at a lower level. Adversaries can set the <code>DYLD_INSERT_LIBRARIES</code> environment variable to point to malicious libraries containing names of legitimate libraries or functions requested by a victim program. ","['[Rocke] has modified /etc/ld.so.preload to hook libc functions in order to hide the installed dropper and mining software in process lists.\t', '[Hildegard] has modified /etc/ld.so.preload to intercept shared library import functions.', '[HiddenWasp] adds itself as a shared object to the LD_PRELOAD environment variable.', '[XCSSET] adds malicious file paths to the <code>DYLD_FRAMEWORK_PATH</code> and <code>DYLD_LIBRARY_PATH</code> environment variables to execute malicious code.', '[APT41] has configured payloads to load via LD_PRELOAD.\t', '[Ebury] has injected its dynamic library into descendent processes of sshd via LD_PRELOAD.']"
T1134.002,Create Process with Token,"Adversaries may create a new process with an existing token to escalate privileges and bypass access controls. Processes can be created with the token and resulting security context of another user using features such as <code>CreateProcessWithTokenW</code> and <code>runas</code>.  Creating processes with a token not associated with the current user may require the credentials of the target user, specific privileges to impersonate that user, or access to the token to be used. For example, the token could be duplicated via [Token Impersonation/Theft] or created via [Make and Impersonate Token] before being used to create a process.  While this technique is distinct from [Token Impersonation/Theft] the techniques can be used in conjunction where a token is duplicated and then used to create a new process.","['[Azorult] can call WTSQueryUserToken and CreateProcessAsUser to start a new process with local system privileges.', '[Turla] RPC backdoors can impersonate or steal process tokens before executing commands.\t', '[PipeMon] can attempt to gain administrative privileges using token impersonation.', ""[Lazarus Group] keylogger KiloAlfa obtains user tokens from interactive sessions to execute itself with API call <code>CreateProcessAsUserA</code> under that user's context."", '[PoshC2] can use Invoke-RunAs to make tokens.', '[Aria-body] has the ability to execute a process using <code>runas</code>.', '[REvil] can launch an instance of itself with administrative rights using runas.', '[ZxShell] has a command called RunAs, which creates a new process as another user or process context. ', 'The [WhisperGate] third stage can use the AdvancedRun.exe tool to execute commands in the context of the Windows TrustedInstaller group via `%TEMP%\\AdvancedRun.exe"" /EXEFilename ""C:\\Windows\\System32\\sc.exe"" /WindowState 0 /CommandLine ""stop WinDefend"" /StartDirectory """" /RunAs 8 /Run`.', '[KONNI] has duplicated the token of a high integrity process to spawn an instance of cmd.exe under an impersonated user. ', '[Bankshot] grabs a user token using WTSQueryUserToken and then creates a process by impersonating a logged-on user.', '[Empire] can use <code>Invoke-RunAs</code> to make tokens.']"
T1110.003,Password Spraying,"Adversaries may use a single or small list of commonly used passwords against many different accounts to attempt to acquire valid account credentials. Password spraying uses one password (e.g. 'Password01'), or a small list of commonly used passwords, that may match the complexity policy of the domain. Logins are attempted with that password against many different accounts on a network to avoid account lockouts that would normally occur when brute forcing a single account with many passwords.   Typically, management services over commonly used ports are used when password spraying. Commonly targeted services include the following:  * SSH (22/TCP) * Telnet (23/TCP) * FTP (21/TCP) * NetBIOS / SMB / Samba (139/TCP & 445/TCP) * LDAP (389/TCP) * Kerberos (88/TCP) * RDP / Terminal Services (3389/TCP) * HTTP/HTTP Management Services (80/TCP & 443/TCP) * MSSQL (1433/TCP) * Oracle (1521/TCP) * MySQL (3306/TCP) * VNC (5900/TCP)  In addition to management services, adversaries may ""target single sign-on (SSO) and cloud-based applications utilizing federated authentication protocols,"" as well as externally facing email applications, such as Office 365.  In default environments, LDAP and Kerberos connection attempts are less likely to trigger events over SMB, which creates Windows ""logon failure"" event ID 4625.","['[Bad Rabbit] <code>infpub.dat</code> file uses NTLM login credentials to brute force Windows machines.', '[CrackMapExec] can brute force credential authentication by using a supplied list of usernames and a single password.', '[Linux Rabbit] brute forces SSH passwords in order to attempt to gain access and install its malware onto the server. ', '[APT29] has conducted brute force password spray attacks.', '[HEXANE] has used password spraying attacks to obtain valid credentials.', '[Lazarus Group] malware attempts to connect to Windows shares for lateral movement by using a generated list of usernames, which center around permutations of the username Administrator, and weak passwords.', '[APT33] has used password spraying to gain access to target systems.', '[Silent Librarian] has used collected lists of names and e-mail accounts to use in password spraying attacks against private sector targets.', ""[Chimera] has used multiple password spraying attacks against victim's remote services to obtain valid user and administrator accounts."", '[MailSniper] can be used for password spraying against Exchange and Office 365.', '[Leafminer] used a tool called Total SMB BruteForcer to perform internal password spraying.', '[APT28] has used a brute-force/password-spray tooling that operated in two modes: in password-spraying mode it conducted approximately four authentication attempts per hour per targeted account over the course of several days or weeks. [APT28] has also used a Kubernetes cluster to conduct distributed, large-scale password spray attacks.', '[Sandworm Team] has used a script to attempt RPC authentication against a number of hosts. ']"
T1574.005,Executable Installer File Permissions Weakness,"Adversaries may execute their own malicious payloads by hijacking the binaries used by an installer. These processes may automatically execute specific binaries as part of their functionality or to perform other actions. If the permissions on the file system directory containing a target binary, or permissions on the binary itself, are improperly set, then the target binary may be overwritten with another binary using user-level permissions and executed by the original process. If the original process and thread are running under a higher permissions level, then the replaced binary will also execute under higher-level permissions, which could include SYSTEM.  Another variation of this technique can be performed by taking advantage of a weakness that is common in executable, self-extracting installers. During the installation process, it is common for installers to use a subdirectory within the <code>%TEMP%</code> directory to unpack binaries such as DLLs, EXEs, or other payloads. When installers create subdirectories and files they often do not set appropriate permissions to restrict write access, which allows for execution of untrusted code placed in the subdirectories or overwriting of binaries used in the installation process. This behavior is related to and may take advantage of [DLL Search Order Hijacking]  Adversaries may use this technique to replace legitimate binaries with malicious ones as a means of executing code at a higher permissions level. Some installers may also require elevated privileges that will result in privilege escalation when executing adversary controlled code. This behavior is related to [Bypass User Account Control] Several examples of this weakness in existing common installers have been reported to software vendors.   If the executing process is set to run at a specific time or during a certain event (e.g., system bootup) then this technique can also be used for persistence.",[]
T1546.008,Accessibility Features,"Adversaries may establish persistence and/or elevate privileges by executing malicious content triggered by accessibility features. Windows contains accessibility features that may be launched with a key combination before a user has logged in (ex: when the user is on the Windows logon screen). An adversary can modify the way these programs are launched to get a command prompt or backdoor without logging in to the system.  Two common accessibility programs are <code>C:\Windows\System32\sethc.exe</code>, launched when the shift key is pressed five times and <code>C:\Windows\System32\utilman.exe</code>, launched when the Windows + U key combination is pressed. The sethc.exe program is often referred to as ""sticky keys"", and has been used by adversaries for unauthenticated access through a remote desktop login screen.   Depending on the version of Windows, an adversary may take advantage of these features in different ways. Common methods used by adversaries include replacing accessibility feature binaries or pointers/references to these binaries in the Registry. In newer versions of Windows, the replaced binary needs to be digitally signed for x64 systems, the binary must reside in <code>%systemdir%\</code>, and it must be protected by Windows File or Resource Protection (WFP/WRP).  The [Image File Execution Options Injection] debugger method was likely discovered as a potential workaround because it does not require the corresponding accessibility feature binary to be replaced.  For simple binary replacement on Windows XP and later as well as and Windows Server 2003/R2 and later, for example, the program (e.g., <code>C:\Windows\System32\utilman.exe</code>) may be replaced with ""cmd.exe"" (or another program that provides backdoor access). Subsequently, pressing the appropriate key combination at the login screen while sitting at the keyboard or when connected over [Remote Desktop Protocol] will cause the replaced file to be executed with SYSTEM privileges.   Other accessibility features exist that may also be leveraged in a similar fashion:   * On-Screen Keyboard: <code>C:\Windows\System32\osk.exe</code> * Magnifier: <code>C:\Windows\System32\Magnify.exe</code> * Narrator: <code>C:\Windows\System32\Narrator.exe</code> * Display Switcher: <code>C:\Windows\System32\DisplaySwitch.exe</code> * App Switcher: <code>C:\Windows\System32\AtBroker.exe</code>","['[Empire] can leverage WMI debugging to remotely replace binaries like sethc.exe, Utilman.exe, and Magnify.exe with cmd.exe.', '[APT41] leveraged sticky keys to establish persistence. ', '[APT3] replaces the Sticky Keys binary <code>C:\\Windows\\System32\\sethc.exe</code> for persistence.', '[Deep Panda] has used the sticky-keys technique to bypass the RDP login screen on remote systems during intrusions.', '[Axiom] actors have been known to use the Sticky Keys replacement within RDP sessions to obtain persistence.', '[Fox Kitten] has used sticky keys to launch a command prompt.', '[APT29] used sticky-keys to obtain unauthenticated, privileged console access.']"
T1562.007,Disable or Modify Cloud Firewall,"Adversaries may disable or modify a firewall within a cloud environment to bypass controls that limit access to cloud resources. Cloud firewalls are separate from system firewalls that are described in [Disable or Modify System Firewall]   Cloud environments typically utilize restrictive security groups and firewall rules that only allow network activity from trusted IP addresses via expected ports and protocols. An adversary may introduce new firewall rules or policies to allow access into a victim cloud environment. For example, an adversary may use a script or utility that creates new ingress rules in existing security groups to allow any TCP/IP connectivity, or remove networking limitations to support traffic associated with malicious activity (such as cryptomining).  Modifying or disabling a cloud firewall may enable adversary C2 communications, lateral movement, and/or data exfiltration that would otherwise not be allowed.",['[Pacu] can allowlist IP addresses in AWS GuardDuty.']
T1542.002,Component Firmware,"Adversaries may modify component firmware to persist on systems. Some adversaries may employ sophisticated means to compromise computer components and install malicious firmware that will execute adversary code outside of the operating system and main system firmware or BIOS. This technique may be similar to [System Firmware] but conducted upon other system components/devices that may not have the same capability or level of integrity checking.  Malicious component firmware could provide both a persistent level of access to systems despite potential typical failures to maintain access and hard disk re-images, as well as a way to evade host software-based defenses and integrity checks.","['[Equation] is known to have the capability to overwrite the firmware on hard drives from some manufacturers. ', '[Cyclops Blink] has maintained persistence by patching legitimate device firmware when it is downloaded, including that of WatchGuard devices.']"
T1550.003,Pass the Ticket,"Adversaries may “pass the ticket” using stolen Kerberos tickets to move laterally within an environment, bypassing normal system access controls. Pass the ticket (PtT) is a method of authenticating to a system using Kerberos tickets without having access to an account's password. Kerberos authentication can be used as the first step to lateral movement to a remote system.  When preforming PtT, valid Kerberos tickets for [Valid Accounts] are captured by [OS Credential Dumping] A user's service tickets or ticket granting ticket (TGT) may be obtained, depending on the level of access. A service ticket allows for access to a particular resource, whereas a TGT can be used to request service tickets from the Ticket Granting Service (TGS) to access any resource the user has privileges to access.  A [Silver Ticket] can be obtained for services that use Kerberos as an authentication mechanism and are used to generate tickets to access that particular resource and the system that hosts the resource (e.g., SharePoint).  A [Golden Ticket] can be obtained for the domain using the Key Distribution Service account KRBTGT account NTLM hash, which enables generation of TGTs for any account in Active Directory.  Adversaries may also create a valid Kerberos ticket using other user information, such as stolen password hashes or AES keys. For example, ""overpassing the hash"" involves using a NTLM password hash to authenticate as a user (i.e. [Pass the Hash] while also using the password hash to create a valid Kerberos ticket.","['Some [SeaDuke] samples have a module to use pass the ticket with Kerberos for authentication.', '[APT29] used Kerberos ticket attacks for lateral movement.', '[Mimikatz] <code>LSADUMP::DCSync</code> and <code>KERBEROS::PTT</code> modules implement the three steps required to extract the krbtgt account hash and create/use Kerberos tickets.', '[Pupy] can also perform pass-the-ticket.', '[APT32] successfully gained remote access by using pass the ticket.', '[BRONZE BUTLER] has created forged Kerberos Ticket Granting Ticket (TGT) and Ticket Granting Service (TGS) tickets to maintain administrative access.']"
